57,31
63,67
53,59
51,63
67,65
64,59
57,42
61,59
7,27
25,3
53,54
41,15
28,15
25,1
56,51
53,53
69,65
63,65
69,68
66,69
43,68
15,1
27,59
47,57
53,47
30,61
11,11
47,59
61,29
13,26
30,11
45,43
60,37
68,27
11,15
3,20
39,5
53,44
55,41
26,57
11,21
57,57
66,65
13,10
23,19
20,7
13,22
63,30
41,60
1,30
28,7
23,13
29,56
13,21
68,43
9,22
65,52
51,46
42,65
61,65
49,67
4,11
62,53
10,5
60,69
57,69
69,43
67,38
54,59
40,61
32,61
34,61
43,67
53,43
44,57
58,59
21,2
29,57
7,1
29,61
5,27
2,11
47,51
8,19
13,1
67,61
63,53
1,29
68,61
27,15
28,1
61,58
15,5
9,12
34,11
54,61
61,60
11,24
4,5
17,41
31,6
33,63
39,11
63,46
59,30
47,50
9,29
57,35
5,20
63,57
23,5
37,55
62,57
1,25
22,3
55,42
15,17
5,25
19,6
49,57
35,53
56,61
38,47
49,63
63,62
37,15
17,14
31,60
12,11
5,33
40,57
59,28
14,15
33,13
7,24
58,45
70,29
19,5
65,49
57,63
4,1
59,64
15,10
67,41
37,8
22,23
35,59
57,29
49,38
28,13
65,59
7,19
52,67
11,25
60,57
59,37
3,15
46,63
67,53
38,13
59,55
13,13
58,51
13,11
1,20
38,61
43,55
3,21
67,42
65,22
68,29
53,51
11,9
5,15
15,3
21,12
55,53
29,51
55,66
59,67
9,18
63,49
59,35
5,5
5,28
17,19
61,40
37,60
5,32
47,67
69,46
48,41
53,31
11,17
67,67
5,22
17,16
13,25
11,29
45,63
39,64
65,70
53,63
22,15
13,19
55,45
61,39
39,58
4,25
27,55
53,61
59,59
55,51
53,60
31,14
67,43
13,14
63,21
31,5
2,35
13,2
27,9
4,33
69,49
21,4
35,63
49,31
59,34
27,13
5,31
49,66
21,10
0,15
2,7
33,4
54,57
23,0
67,63
67,57
23,20
45,60
55,35
55,69
39,8
69,58
18,5
11,23
21,13
19,2
27,2
2,25
61,53
11,20
69,62
8,13
5,26
15,21
35,7
35,8
55,31
67,45
53,57
57,60
5,18
3,29
0,29
6,29
65,33
27,10
5,4
25,4
55,43
1,31
37,9
8,29
27,1
17,4
11,22
61,36
63,50
69,47
11,7
9,1
45,7
15,4
57,38
49,56
69,53
2,27
69,34
19,14
5,12
25,61
67,69
37,56
57,30
35,64
41,57
1,33
65,34
2,9
61,49
10,11
67,35
59,39
70,51
21,17
64,55
3,37
17,18
63,29
61,55
48,55
51,57
49,65
60,25
65,29
53,40
64,67
0,11
60,49
19,4
60,29
47,31
68,31
16,1
23,10
16,9
61,67
7,10
21,5
1,4
66,57
1,41
69,45
28,3
4,9
69,57
69,59
7,2
39,1
39,61
50,63
57,44
9,28
3,13
55,40
59,61
45,51
10,9
67,36
61,35
65,65
45,62
33,18
26,11
47,61
43,61
57,67
37,57
57,47
31,7
48,67
5,13
67,34
59,65
67,44
55,36
64,25
5,6
9,31
35,13
29,16
42,59
63,27
66,53
25,57
52,39
49,49
60,53
0,1
65,67
69,40
7,11
19,10
35,1
5,29
35,61
22,5
31,57
6,39
48,47
31,58
15,30
59,25
27,3
51,41
25,11
67,29
64,63
8,5
37,61
5,34
13,9
67,46
63,47
43,60
21,56
57,66
5,9
61,33
37,52
7,5
29,12
51,44
69,48
9,25
66,61
2,17
31,51
67,37
54,65
69,35
53,37
21,9
33,51
64,37
63,59
38,57
47,41
33,58
46,47
37,11
51,55
55,44
32,55
29,13
69,37
56,33
27,7
3,5
56,49
8,31
26,3
39,54
49,70
33,3
9,19
33,11
7,0
3,33
23,7
37,66
29,11
54,51
54,45
40,53
7,34
41,5
29,1
6,7
65,26
29,7
4,7
1,26
15,25
27,6
1,32
6,9
66,37
3,34
49,52
68,23
15,11
17,21
59,45
15,16
59,68
3,14
47,53
59,54
60,31
37,62
35,0
63,69
31,9
11,8
52,51
33,0
15,12
42,55
53,42
64,43
61,69
14,5
47,62
19,13
58,55
55,61
17,17
17,20
1,7
33,5
41,53
69,55
17,7
55,33
63,48
48,61
35,9
12,5
60,61
35,12
43,6
64,39
12,33
45,59
31,1
53,35
34,57
49,58
49,41
37,6
35,57
36,63
37,59
59,69
13,27
36,57
69,63
37,7
45,47
61,37
69,67
9,5
65,35
51,48
68,53
56,63
1,13
48,49
39,55
45,61
51,36
45,65
68,65
19,11
49,61
53,49
28,9
39,4
55,49
5,19
51,61
36,11
51,49
7,21
69,56
67,51
5,23
57,53
57,59
33,53
61,46
7,9
62,67
11,37
5,1
16,19
8,23
29,5
43,43
10,19
29,3
12,13
35,55
18,1
57,41
57,58
35,2
58,49
9,16
21,8
63,63
47,47
63,41
27,11
67,32
53,34
51,53
70,41
33,7
15,7
17,1
17,5
22,7
69,69
67,47
63,52
7,20
6,13
3,38
66,47
15,6
33,61
21,3
67,55
61,66
9,3
43,59
5,7
8,9
56,47
57,40
30,55
41,59
46,57
63,45
31,8
67,60
32,13
39,10
9,2
30,5
8,15
24,11
3,9
25,9
37,5
53,29
69,38
37,54
29,4
29,47
13,17
36,3
45,54
65,53
65,37
59,62
70,25
38,51
3,17
53,41
15,13
66,31
1,1
14,1
64,61
58,33
51,35
62,41
9,26
50,61
29,55
33,59
55,38
31,11
63,35
4,13
64,41
27,23
49,43
49,40
43,65
44,55
37,10
41,6
17,8
